1625747529471- 结果：0.768144(D).jpg-0.79.jpg
1625750056976- 结果：0.002297(D).jpg-0.11.jpg
1625750558217- 结果：0.410062(D).jpg-0.9.jpg
1625750558274- 结果：0.957237(T).jpg-0.9.jpg
1625750558325- 结果：0.980027(T).jpg-0.89.jpg
1625750558377- 结果：0.980027(T).jpg-0.81.jpg
1625750558430- 结果：0.961663(T).jpg-0.78.jpg
1625750570411- 结果：0.099417(D).jpg-0.43.jpg
1625750570469- 结果：0.01289(T).jpg-0.24.jpg
1625750570520- 结果：0.015383(T).jpg-0.27.jpg
1625750570572- 结果：0.015383(T).jpg-0.19.jpg
1625750570624- 结果：0.015584(T).jpg-0.36.jpg
1625750594789- 结果：0.12259(D).jpg-0.07.jpg
1625750594844- 结果：0.01807(T).jpg-0.01.jpg
1625750594897- 结果：0.01807(T).jpg-0.01.jpg
1625750594950- 结果：0.005412(T).jpg-0.0.jpg
1625750595004- 结果：0.001767(T).jpg-0.0.jpg
1625750596862- 结果：0.00894(D).jpg-0.01.jpg
1625750596920- 结果：0.008367(T).jpg-0.0.jpg
1625750356930- 结果：9.00000000E-6(T).jpg-0.0.jpg
1625750379740- 结果：0.743379(D).jpg-0.47.jpg
1625750379796- 结果：0.563481(T).jpg-0.43.jpg
1625750379848- 结果：0.29229(T).jpg-0.51.jpg
1625750379904- 结果：0.29229(T).jpg-0.25.jpg
1625750379957- 结果：0.508154(T).jpg-0.41.jpg
1625750391972- 结果：0.004856(D).jpg-0.01.jpg
1625750392028- 结果：0.002738(T).jpg-0.01.jpg
1625750392081- 结果：0.003812(T).jpg-0.02.jpg
1625750392134- 结果：0.003803(T).jpg-0.02.jpg
1625750392187- 结果：0.003601(T).jpg-0.01.jpg
1625750403482- 结果：0.640625(D).jpg-0.68.jpg
1625750403542- 结果：0.817629(T).jpg-0.68.jpg
1625750403595- 结果：0.854137(T).jpg-0.61.jpg
1625750776453- 结果：0.926569(D).jpg-0.29.jpg
1625750776503- 结果：0.022394(T).jpg-0.16.jpg
1625750776552- 结果：0.022394(T).jpg-0.1.jpg
1625750776600- 结果：0.019883(T).jpg-0.1.jpg
1625750776649- 结果：0.091443(T).jpg-0.32.jpg
1625750788655- 结果：0.345164(D).jpg-0.21.jpg
1625750788707- 结果：0.148727(T).jpg-0.21.jpg
1625750788754- 结果：0.148727(T).jpg-0.15.jpg
1625750788802- 结果：0.2888(T).jpg-0.15.jpg
1625750788848- 结果：0.261869(T).jpg-0.18.jpg
1625750803460- 结果：0.929327(D).jpg-0.9.jpg
1625750803479- 结果：0.0000000(T).jpg-0.97.jpg
1625750803496- 结果：0.0000000(T).jpg-0.97.jpg
1625751100608- 结果：0.066801(T).jpg-0.07.jpg
1625751100661- 结果：0.066801(T).jpg-0.02.jpg
1625751100720- 结果：0.043969(T).jpg-0.04.jpg
1625751112814- 结果：0.185978(D).jpg-0.48.jpg
1625751112864- 结果：0.421182(T).jpg-0.66.jpg
1625751112913- 结果：0.421182(T).jpg-0.77.jpg
1625751112963- 结果：0.438655(T).jpg-0.98.jpg
1625751113012- 结果：0.703422(T).jpg-0.98.jpg
1625751126333- 结果：0.43868(D).jpg-0.93.jpg
1625751126388- 结果：0.655053(T).jpg-0.93.jpg
1625751126441- 结果：0.816439(T).jpg-0.95.jpg
1625751126494- 结果：0.741692(T).jpg-0.93.jpg
1625751126548- 结果：0.869854(T).jpg-0.93.jpg
1625751138383- 结果：0.82546(D).jpg-0.1.jpg
1625751138438- 结果：0.461008(T).jpg-0.33.jpg
1625751138488- 结果：0.574822(T).jpg-0.56.jpg
1625751886778- 结果：0.668223(T).jpg-0.51.jpg
1625751886830- 结果：0.624394(T).jpg-0.53.jpg
1625751886882- 结果：0.424916(T).jpg-0.53.jpg
1625751900202- 结果：0.84479(D).jpg-0.94.jpg
1625751900266- 结果：0.908863(T).jpg-0.91.jpg
1625751900317- 结果：0.854898(T).jpg-0.87.jpg
1625751900369- 结果：0.854898(T).jpg-0.9.jpg
1625751900420- 结果：0.901637(T).jpg-0.9.jpg
1625751902549- 结果：0.963451(D).jpg-0.86.jpg
1625751902606- 结果：0.971292(T).jpg-0.89.jpg
1625751902659- 结果：0.968602(T).jpg-0.94.jpg
1625751902716- 结果：0.968602(T).jpg-0.87.jpg
1625751902772- 结果：0.96524(T).jpg-0.93.jpg
1625752636962- 结果：0.128607(T).jpg-0.01.jpg
1625752637016- 结果：0.203827(T).jpg-0.0.jpg
1625752650314- 结果：0.77587(D).jpg-0.86.jpg
1625752650369- 结果：0.649361(T).jpg-0.88.jpg
1625752650418- 结果：0.690463(T).jpg-0.88.jpg
1625752650471- 结果：0.685234(T).jpg-0.89.jpg
1625752650523- 结果：0.685234(T).jpg-0.92.jpg
1625752679875- 结果：0.005337(D).jpg-0.04.jpg
1625752679930- 结果：0.008758(T).jpg-0.02.jpg
1625752679984- 结果：0.008758(T).jpg-0.04.jpg
1625752680037- 结果：0.012758(T).jpg-0.04.jpg
1625752680090- 结果：0.012968(T).jpg-0.0.jpg
1625752736444- 结果：0.436839(D).jpg-0.52.jpg
1625752737270- 结果：0.646028(D).jpg-0.01.jpg
1625752737328- 结果：0.607789(T).jpg-0.01.jpg
1625752737381- 结果：0.62386(T).jpg-0.0.jpg
1625752737436- 结果：0.62386(T).jpg-0.0.jpg
1625752737490- 结果：0.622167(T).jpg-0.0.jpg
1625752751430- 结果：0.393872(D).jpg-0.52.jpg
1625752751483- 结果：0.475175(T).jpg-0.5.jpg
1625752751536- 结果：0.281565(T).jpg-0.51.jpg
1625751382176- 结果：0.921563(D).jpg-0.76.jpg
1625751407912- 结果：0.036213(T).jpg-0.06.jpg
1625751448357- 结果：0.151465(T).jpg-0.18.jpg
1625751458989- 结果：0.122014(T).jpg-0.32.jpg
1625751502004- 结果：0.887799(T).jpg-0.67.jpg
1625751518563- 结果：0.470629(T).jpg-0.49.jpg
1625751530783- 结果：0.191364(T).jpg-0.49.jpg
1625751553633- 结果：0.030258(T).jpg-0.14.jpg
1625751580265- 结果：0.794986(T).jpg-0.5.jpg
1625751618846- 结果：0.965615(T).jpg-0.78.jpg
1625751636852- 结果：0.589492(T).jpg-0.52.jpg
1625751650891- 结果：0.236485(D).jpg-0.51.jpg
1625751698741- 结果：0.626411(D).jpg-0.47.jpg
1625751753371- 结果：0.443589(T).jpg-0.69.jpg
1625751765578- 结果：0.463489(D).jpg-0.1.jpg
1625751794184- 结果：0.75906(T).jpg-0.97.jpg
1625751807210- 结果：3.080000000E-4(D).jpg-0.0.jpg
1625751810523- 结果：2.530000000E-4(T).jpg-0.0.jpg
1625750215833- 结果：0.376209(T).jpg-0.64.jpg
1625750215884- 结果：0.477911(T).jpg-0.75.jpg
1625750215935- 结果：0.493507(T).jpg-0.75.jpg
1625750238989- 结果：0.260784(D).jpg-0.39.jpg
1625750239046- 结果：0.045517(T).jpg-0.19.jpg
1625750239099- 结果：0.042389(T).jpg-0.13.jpg
1625750239152- 结果：0.042389(T).jpg-0.14.jpg
1625750239205- 结果：0.010983(T).jpg-0.12.jpg
1625750250157- 结果：0.591751(D).jpg-0.66.jpg
1625750250211- 结果：0.912824(T).jpg-0.4.jpg
1625750250263- 结果：0.439754(T).jpg-0.3.jpg
1625750250317- 结果：0.546798(T).jpg-0.3.jpg
1625750261302- 结果：0.253633(D).jpg-0.58.jpg
1625750261361- 结果：0.349492(T).jpg-0.62.jpg
1625750261820- 结果：0.166421(D).jpg-0.35.jpg
1625750261875- 结果：0.061056(T).jpg-0.17.jpg
1625750261927- 结果：0.033038(T).jpg-0.05.jpg
1625750261979- 结果：0.034476(T).jpg-0.05.jpg
1625750262035- 结果：0.043399(T).jpg-0.09.jpg
1625750263963- 结果：0.033448(D).jpg-0.12.jpg
1625750264017- 结果：0.026128(T).jpg-0.07.jpg
1625750264069- 结果：0.026128(T).jpg-0.08.jpg
1625751527657- 结果：0.471842(D).jpg-0.55.jpg
1625751527712- 结果：0.331309(T).jpg-0.55.jpg
1625751527766- 结果：0.334934(T).jpg-0.54.jpg
1625751527819- 结果：0.33461(T).jpg-0.71.jpg
1625751527884- 结果：0.423192(T).jpg-0.71.jpg
1625751528179- 结果：0.46198(D).jpg-0.57.jpg
1625751528436- 结果：0.444133(D).jpg-0.54.jpg
1625751528494- 结果：0.32479(T).jpg-0.49.jpg
1625751528767- 结果：0.379338(D).jpg-0.51.jpg
1625751528821- 结果：0.279919(T).jpg-0.43.jpg
1625751529101- 结果：0.354858(D).jpg-0.6.jpg
1625751529408- 结果：0.199477(D).jpg-0.48.jpg
1625751530327- 结果：0.322678(D).jpg-0.5.jpg
1625751530728- 结果：0.280241(D).jpg-0.57.jpg
1625751618897- 结果：0.966591(T).jpg-0.78.jpg
1625751618949- 结果：0.966591(T).jpg-0.73.jpg
1625751632235- 结果：0.81706(D).jpg-0.49.jpg
1625751632285- 结果：0.511717(T).jpg-0.38.jpg
1625751632333- 结果：0.511717(T).jpg-0.53.jpg
1625751632383- 结果：0.627499(T).jpg-0.7.jpg
1625751632432- 结果：0.641456(T).jpg-0.7.jpg
1625751635632- 结果：0.609431(D).jpg-0.52.jpg
1625751635685- 结果：0.587659(T).jpg-0.44.jpg
1625751635735- 结果：0.587659(T).jpg-0.5.jpg
1625751635786- 结果：0.595816(T).jpg-0.5.jpg
1625751636072- 结果：0.580496(D).jpg-0.5.jpg
1625751636129- 结果：0.626576(T).jpg-0.54.jpg
1625751636180- 结果：0.655815(T).jpg-0.46.jpg
1625751636460- 结果：0.573757(D).jpg-0.5.jpg
1625751636518- 结果：0.54998(T).jpg-0.52.jpg
1625751636799- 结果：0.598814(D).jpg-0.55.jpg
1625751794237- 结果：0.803207(T).jpg-0.95.jpg
1625751794290- 结果：0.814388(T).jpg-0.95.jpg
1625751794341- 结果：0.814388(T).jpg-0.96.jpg
1625751805699- 结果：0.095069(D).jpg-0.06.jpg
1625751805761- 结果：0.003246(T).jpg-0.01.jpg
1625751805815- 结果：0.003246(T).jpg-0.01.jpg
1625751806061- 结果：0.001528(D).jpg-0.0.jpg
1625751806116- 结果：2.420000000E-4(T).jpg-0.01.jpg
1625751806170- 结果：2.070000000E-4(T).jpg-0.01.jpg
1625751806225- 结果：1.080000000E-4(T).jpg-0.01.jpg
1625751806278- 结果：1.080000000E-4(T).jpg-0.0.jpg
1625751806607- 结果：1.150000000E-4(D).jpg-0.01.jpg
1625751806666- 结果：1.690000000E-4(T).jpg-0.01.jpg
1625751806720- 结果：1.870000000E-4(T).jpg-0.01.jpg
1625751806777- 结果：1.210000000E-4(T).jpg-0.01.jpg
1625751806831- 结果：2.230000000E-4(T).jpg-0.02.jpg
1625752522596- 结果：0.735688(T).jpg-0.29.jpg
1625752522651- 结果：0.427813(T).jpg-0.11.jpg
1625752522704- 结果：0.427813(T).jpg-0.11.jpg
1625752523590- 结果：0.505948(D).jpg-0.12.jpg
1625752524240- 结果：0.377502(D).jpg-0.18.jpg
1625752524533- 结果：0.313688(D).jpg-0.14.jpg
1625752524587- 结果：0.259783(T).jpg-0.14.jpg
1625752524640- 结果：0.259783(T).jpg-0.08.jpg
1625752524694- 结果：0.235065(T).jpg-0.1.jpg
1625752524749- 结果：0.354885(T).jpg-0.09.jpg
1625752525098- 结果：0.450927(D).jpg-0.11.jpg
1625752525158- 结果：0.311086(T).jpg-0.13.jpg
1625752525211- 结果：0.278526(T).jpg-0.14.jpg
1625752525265- 结果：0.324137(T).jpg-0.14.jpg
1625752525317- 结果：0.299388(T).jpg-0.1.jpg
1625752526530- 结果：0.342115(D).jpg-0.1.jpg
1625753062389- 结果：0.712249(D).jpg-0.77.jpg
1625753062451- 结果：0.592749(T).jpg-0.73.jpg
1625753062505- 结果：0.576474(T).jpg-0.77.jpg
1625753062558- 结果：0.665599(T).jpg-0.68.jpg
1625753062612- 结果：0.605225(T).jpg-0.68.jpg
1625753063470- 结果：0.671309(D).jpg-0.75.jpg
1625753063853- 结果：0.601094(D).jpg-0.74.jpg
1625753063909- 结果：0.652573(T).jpg-0.78.jpg
1625753063963- 结果：0.628241(T).jpg-0.81.jpg
1625753064239- 结果：0.676781(D).jpg-0.66.jpg
1625753064294- 结果：0.604535(T).jpg-0.05.jpg
1625753072554- 结果：0.832199(D).jpg-0.03.jpg
1625753072613- 结果：0.303228(T).jpg-0.01.jpg
1625753072664- 结果：0.403746(T).jpg-0.02.jpg
1625753072719- 结果：0.398334(T).jpg-0.02.jpg
1625753072771- 结果：0.398334(T).jpg-0.02.jpg
1625752077073- 结果：0.977553(T).jpg-0.53.jpg
1625752089827- 结果：0.598923(D).jpg-0.02.jpg
1625752089884- 结果：0.498986(T).jpg-0.0.jpg
1625752089934- 结果：0.177374(T).jpg-0.0.jpg
1625752089984- 结果：0.177374(T).jpg-0.0.jpg
1625752090036- 结果：0.393792(T).jpg-0.0.jpg
1625752103547- 结果：0.405633(D).jpg-0.25.jpg
1625752103610- 结果：0.155956(T).jpg-0.11.jpg
1625752103660- 结果：0.289947(T).jpg-0.15.jpg
1625752103714- 结果：0.289947(T).jpg-0.18.jpg
1625752103764- 结果：0.308756(T).jpg-0.1.jpg
1625752104250- 结果：0.224479(D).jpg-0.22.jpg
1625752104314- 结果：0.314842(T).jpg-0.32.jpg
1625752104369- 结果：0.30464(T).jpg-0.32.jpg
1625752104645- 结果：0.224343(D).jpg-0.42.jpg
1625752104701- 结果：0.095196(T).jpg-0.44.jpg
1625752104754- 结果：0.078098(T).jpg-0.41.jpg
1625752104808- 结果：0.152836(T).jpg-0.41.jpg
1625752105120- 结果：0.084752(D).jpg-0.37.jpg
1625752105182- 结果：0.157523(T).jpg-0.45.jpg
1625752245382- 结果：0.643173(T).jpg-0.5.jpg
1625752245663- 结果：0.446029(D).jpg-0.45.jpg
1625752245718- 结果：0.708939(T).jpg-0.49.jpg
1625752245771- 结果：0.488476(T).jpg-0.61.jpg
1625752246065- 结果：0.478194(D).jpg-0.57.jpg
1625752246324- 结果：0.442896(D).jpg-0.49.jpg
1625752246379- 结果：0.543199(T).jpg-0.56.jpg
1625752246432- 结果：0.445373(T).jpg-0.58.jpg
1625752246719- 结果：0.542172(D).jpg-0.5.jpg
1625752246778- 结果：0.469069(T).jpg-0.5.jpg
1625752246832- 结果：0.460584(T).jpg-0.47.jpg
1625752247127- 结果：0.56245(D).jpg-0.06.jpg
1625752255230- 结果：0.181371(D).jpg-0.58.jpg
1625752255285- 结果：0.435582(T).jpg-0.58.jpg
1625752255342- 结果：0.447188(T).jpg-0.64.jpg
1625752255393- 结果：0.447188(T).jpg-0.55.jpg
1625752255446- 结果：0.452051(T).jpg-0.5.jpg
1625750057268- 结果：0.002255(D).jpg-0.04.jpg
1625750057321- 结果：0.0028(T).jpg-0.04.jpg
1625750057374- 结果：0.002758(T).jpg-0.09.jpg
1625750057426- 结果：0.002444(T).jpg-0.07.jpg
1625750057480- 结果：0.002444(T).jpg-0.1.jpg
1625750057881- 结果：0.001855(D).jpg-0.06.jpg
1625750058161- 结果：0.002291(D).jpg-0.09.jpg
1625750058229- 结果：0.001756(T).jpg-0.05.jpg
1625750058475- 结果：0.002279(D).jpg-0.08.jpg
1625750058760- 结果：0.002423(D).jpg-0.05.jpg
1625750076960- 结果：0.148819(D).jpg-0.45.jpg
1625750077213- 结果：0.109198(D).jpg-0.17.jpg
1625750077271- 结果：0.085702(T).jpg-0.15.jpg
1625750077322- 结果：0.093401(T).jpg-0.07.jpg
1625750077373- 结果：0.127815(T).jpg-0.07.jpg
1625750077426- 结果：0.047323(T).jpg-0.03.jpg
1625750088856- 结果：0.850765(D).jpg-0.82.jpg
1625750088917- 结果：0.866494(T).jpg-0.61.jpg
1625750088973- 结果：0.690627(T).jpg-0.61.jpg
1625750089027- 结果：0.685481(T).jpg-0.51.jpg
1625750089079- 结果：0.685481(T).jpg-0.42.jpg
1625750511499- 结果：0.224133(T).jpg-0.71.jpg
1625750511552- 结果：0.137253(T).jpg-0.74.jpg
1625750511604- 结果：0.085448(T).jpg-0.61.jpg
1625750521561- 结果：0.027922(D).jpg-0.62.jpg
1625750521976- 结果：0.795207(T).jpg-0.8.jpg
1625750522032- 结果：0.824923(T).jpg-0.85.jpg
1625750522081- 结果：0.895117(T).jpg-0.85.jpg
1625750522241- 结果：0.717573(T).jpg-0.73.jpg
1625750523685- 结果：0.551576(D).jpg-0.45.jpg
1625750523744- 结果：0.402835(T).jpg-0.41.jpg
1625750523797- 结果：0.30975(T).jpg-0.26.jpg
1625750523851- 结果：0.30975(T).jpg-0.29.jpg
1625750523903- 结果：0.110156(T).jpg-0.36.jpg
1625750524905- 结果：0.288161(D).jpg-0.41.jpg
1625750524967- 结果：0.6135(T).jpg-0.26.jpg
1625750525020- 结果：0.378986(T).jpg-0.26.jpg
1625750525073- 结果：0.314514(T).jpg-0.34.jpg
1625750525127- 结果：0.544971(T).jpg-0.54.jpg
1625750838192- 结果：0.543202(T).jpg-0.64.jpg
1625750850851- 结果：0.175325(D).jpg-0.19.jpg
1625750850911- 结果：0.497509(T).jpg-0.24.jpg
1625750850963- 结果：0.678495(T).jpg-0.29.jpg
1625750851014- 结果：0.678495(T).jpg-0.28.jpg
1625750851067- 结果：0.678025(T).jpg-0.31.jpg
1625750863096- 结果：0.337555(D).jpg-0.5.jpg
1625750863150- 结果：0.29234(T).jpg-0.37.jpg
1625750863201- 结果：0.29234(T).jpg-0.38.jpg
1625750863253- 结果：0.349124(T).jpg-0.39.jpg
1625750863305- 结果：0.246918(T).jpg-0.31.jpg
1625750875554- 结果：0.968519(D).jpg-0.89.jpg
1625750875609- 结果：0.519976(T).jpg-0.49.jpg
1625750875663- 结果：0.519976(T).jpg-0.6.jpg
1625750875717- 结果：0.44716(T).jpg-0.58.jpg
1625751245340- 结果：0.618412(T).jpg-0.81.jpg
1625751245391- 结果：0.815925(T).jpg-0.84.jpg
1625751245443- 结果：0.528798(T).jpg-0.84.jpg
1625751253751- 结果：0.008632(D).jpg-0.02.jpg
1625751253804- 结果：0.015998(T).jpg-0.04.jpg
1625751253855- 结果：0.021458(T).jpg-0.05.jpg
1625751253907- 结果：0.068579(T).jpg-0.04.jpg
1625751253960- 结果：0.091561(T).jpg-0.04.jpg
1625751267466- 结果：0.971767(D).jpg-0.65.jpg
1625751267522- 结果：0.943196(T).jpg-0.68.jpg
1625751267572- 结果：0.934403(T).jpg-0.56.jpg
1625751267627- 结果：0.963824(T).jpg-0.56.jpg
1625751267679- 结果：0.979237(T).jpg-0.58.jpg
1625751279603- 结果：0.76231(D).jpg-0.98.jpg
1625751279661- 结果：0.989455(T).jpg-0.99.jpg
1625751279717- 结果：0.98767(T).jpg-0.99.jpg
1625751279769- 结果：0.988042(T).jpg-0.98.jpg
1625751279821- 结果：0.967776(T).jpg-0.98.jpg
1625752118627- 结果：1.10000000E-5(T).jpg-0.0.jpg
1625752118681- 结果：1.10000000E-5(T).jpg-0.0.jpg
1625752118734- 结果：1.10000000E-5(T).jpg-0.0.jpg
1625752131130- 结果：0.76626(D).jpg-0.62.jpg
1625752131181- 结果：0.372223(T).jpg-0.61.jpg
1625752131228- 结果：0.372223(T).jpg-0.52.jpg
1625752131276- 结果：0.299583(T).jpg-0.54.jpg
1625752131329- 结果：0.284889(T).jpg-0.54.jpg
1625752134617- 结果：0.024113(D).jpg-0.02.jpg
1625752134679- 结果：0.029562(T).jpg-0.05.jpg
1625752134733- 结果：0.030556(T).jpg-0.05.jpg
1625752134786- 结果：0.038284(T).jpg-0.02.jpg
1625752134840- 结果：0.038284(T).jpg-0.03.jpg
1625752135319- 结果：0.018307(D).jpg-0.03.jpg
1625752135377- 结果：0.020815(T).jpg-0.04.jpg
1625752135431- 结果：0.020815(T).jpg-0.02.jpg
1625752135484- 结果：0.017385(T).jpg-0.06.jpg
1625752135538- 结果：0.024415(T).jpg-0.06.jpg
1625752159277- 结果：4.850000000E-4(D).jpg-0.0.jpg
1625752159338- 结果：2.580000000E-4(T).jpg-0.0.jpg
1625752159391- 结果：2.470000000E-4(T).jpg-0.0.jpg
1625750309211- 结果：0.014536(T).jpg-0.0.jpg
1625750309265- 结果：0.014536(T).jpg-0.0.jpg
1625750309318- 结果：0.008143(T).jpg-0.0.jpg
1625750320013- 结果：0.288734(D).jpg-0.27.jpg
1625750320062- 结果：0.212407(T).jpg-0.4.jpg
1625750320110- 结果：0.290997(T).jpg-0.28.jpg
1625750320158- 结果：0.33185(T).jpg-0.28.jpg
1625750320208- 结果：0.297563(T).jpg-0.41.jpg
1625750331819- 结果：0.659333(D).jpg-0.9.jpg
1625750331876- 结果：0.774779(T).jpg-0.88.jpg
1625750331924- 结果：0.755171(T).jpg-0.79.jpg
1625750331975- 结果：0.755171(T).jpg-0.73.jpg
1625750332024- 结果：0.711338(T).jpg-0.73.jpg
1625750346658- 结果：0.984782(D).jpg-0.99.jpg
1625750346714- 结果：0.988331(T).jpg-0.99.jpg
1625750346767- 结果：0.982111(T).jpg-0.99.jpg
1625750346819- 结果：0.988724(T).jpg-0.99.jpg
1625750346874- 结果：0.988647(T).jpg-1.0.jpg
1625750356706- 结果：0.001287(D).jpg-0.0.jpg
1625750356766- 结果：1.140000000E-4(T).jpg-0.0.jpg
1625750356821- 结果：7.80000000E-5(T).jpg-0.0.jpg
1625750439582- 结果：0.448194(T).jpg-0.47.jpg
1625750450967- 结果：0.548922(D).jpg-0.49.jpg
1625750451023- 结果：0.113902(T).jpg-0.5.jpg
1625750451074- 结果：0.113902(T).jpg-0.34.jpg
1625750451125- 结果：0.062761(T).jpg-0.18.jpg
1625750451184- 结果：0.157184(T).jpg-0.18.jpg
1625750462295- 结果：0.269767(D).jpg-0.05.jpg
1625750462347- 结果：0.006257(T).jpg-0.01.jpg
1625750462397- 结果：0.006257(T).jpg-0.01.jpg
1625750462447- 结果：0.005441(T).jpg-0.01.jpg
1625750462500- 结果：0.003858(T).jpg-0.01.jpg
1625750474557- 结果：0.971521(D).jpg-1.0.jpg
1625750474613- 结果：0.995196(T).jpg-0.99.jpg
1625750474670- 结果：0.995196(T).jpg-0.99.jpg
1625750474723- 结果：0.995512(T).jpg-0.98.jpg
1625750474776- 结果：0.981739(T).jpg-0.98.jpg
1625750475862- 结果：0.875279(D).jpg-0.88.jpg
1625750597027- 结果：0.0114(T).jpg-0.01.jpg
1625750597080- 结果：0.009874(T).jpg-0.01.jpg
1625750606990- 结果：0.970475(D).jpg-0.98.jpg
1625750607045- 结果：0.994008(T).jpg-0.95.jpg
1625750607097- 结果：0.994008(T).jpg-0.92.jpg
1625750607155- 结果：0.990481(T).jpg-0.91.jpg
1625750607208- 结果：0.984267(T).jpg-0.87.jpg
1625750618070- 结果：0.308613(D).jpg-0.16.jpg
1625750618121- 结果：0.082924(T).jpg-0.16.jpg
1625750618170- 结果：0.138049(T).jpg-0.13.jpg
1625750618219- 结果：0.138049(T).jpg-0.18.jpg
1625750618278- 结果：0.078934(T).jpg-0.22.jpg
1625750630107- 结果：0.867385(D).jpg-0.88.jpg
1625750630157- 结果：0.81349(T).jpg-0.82.jpg
1625750630207- 结果：0.81349(T).jpg-0.72.jpg
1625750630256- 结果：0.938567(T).jpg-0.59.jpg
1625750630305- 结果：0.854917(T).jpg-0.59.jpg
1625750642923- 结果：0.039814(D).jpg-0.01.jpg
1625750642981- 结果：0.008503(T).jpg-0.01.jpg
1625750643033- 结果：0.018076(T).jpg-0.1.jpg
1625750643086- 结果：0.018076(T).jpg-0.06.jpg
1625751037283- 结果：0.011768(T).jpg-0.36.jpg
1625751037333- 结果：0.020138(T).jpg-0.3.jpg
1625751037382- 结果：0.016883(T).jpg-0.17.jpg
1625751037432- 结果：0.040228(T).jpg-0.17.jpg
1625751049669- 结果：0.204736(D).jpg-0.17.jpg
1625751049719- 结果：0.078362(T).jpg-0.09.jpg
1625751049765- 结果：0.079404(T).jpg-0.09.jpg
1625751049812- 结果：0.091819(T).jpg-0.11.jpg
1625751049860- 结果：0.091819(T).jpg-0.09.jpg
1625751076017- 结果：0.508541(D).jpg-0.99.jpg
1625751076069- 结果：0.872003(T).jpg-0.98.jpg
1625751076121- 结果：0.872003(T).jpg-0.97.jpg
1625751076173- 结果：0.927912(T).jpg-0.96.jpg
1625751076223- 结果：0.940604(T).jpg-0.96.jpg
1625751087909- 结果：0.007083(D).jpg-0.02.jpg
1625751087967- 结果：0.004574(T).jpg-0.04.jpg
1625751088020- 结果：0.002942(T).jpg-0.04.jpg
1625751088074- 结果：0.002802(T).jpg-0.03.jpg
1625751088128- 结果：0.002802(T).jpg-0.01.jpg
1625751100497- 结果：0.430912(D).jpg-0.06.jpg
1625751382234- 结果：0.383483(T).jpg-0.56.jpg
1625751382291- 结果：0.383483(T).jpg-0.3.jpg
1625751382344- 结果：0.06342(T).jpg-0.15.jpg
1625751382396- 结果：0.061462(T).jpg-0.15.jpg
1625751382967- 结果：0.035585(D).jpg-0.11.jpg
1625751383025- 结果：0.033806(T).jpg-0.07.jpg
1625751383078- 结果：0.009353(T).jpg-0.07.jpg
1625751383131- 结果：0.007726(T).jpg-0.05.jpg
1625751383183- 结果：0.011076(T).jpg-0.05.jpg
1625751384065- 结果：0.187272(D).jpg-0.13.jpg
1625751384120- 结果：0.155511(T).jpg-0.09.jpg
1625751384179- 结果：0.131062(T).jpg-0.1.jpg
1625751384232- 结果：0.175103(T).jpg-0.16.jpg
1625751384284- 结果：0.175103(T).jpg-0.14.jpg
1625751385868- 结果：0.313408(D).jpg-0.5.jpg
1625751385924- 结果：0.371695(T).jpg-0.66.jpg
1625751385976- 结果：0.375127(T).jpg-0.73.jpg
1625751386029- 结果：0.375127(T).jpg-0.7.jpg
