1625742520525- 结果：8.50000000E-5(D).jpg-480 新结果：2.9188898042775690000000E-4.jpg
1625748662702- 结果：0.01623(T).jpg-480 新结果：0.023912547156214714.jpg
1625748662755- 结果：0.01896(T).jpg-480 新结果：0.034908704459667206.jpg
1625748670967- 结果：0.336206(D).jpg-480 新结果：0.325935423374176.jpg
1625748671018- 结果：0.296174(T).jpg-480 新结果：0.13407835364341736.jpg
1625748671068- 结果：0.132541(T).jpg-480 新结果：0.13018615543842316.jpg
1625748671119- 结果：0.118099(T).jpg-480 新结果：0.13018615543842316.jpg
1625748671169- 结果：0.118099(T).jpg-480 新结果：0.22912615537643433.jpg
1625748690167- 结果：0.980364(D).jpg-480 新结果：0.9946751594543457.jpg
1625748690222- 结果：0.993601(T).jpg-480 新结果：0.9952772855758667.jpg
1625748690276- 结果：0.995565(T).jpg-480 新结果：0.9943501353263855.jpg
1625748690329- 结果：0.995412(T).jpg-480 新结果：0.9959771633148193.jpg
1625748690381- 结果：0.99622(T).jpg-480 新结果：0.9959771633148193.jpg
1625748699052- 结果：0.691035(D).jpg-480 新结果：0.7288980484008789.jpg
1625748699103- 结果：0.698571(T).jpg-480 新结果：0.6426548957824707.jpg
1625748699152- 结果：0.698571(T).jpg-480 新结果：0.7202357053756714.jpg
1625748699202- 结果：0.762786(T).jpg-480 新结果：0.7206506729125977.jpg
1625748699252- 结果：0.764533(T).jpg-480 新结果：0.7206506729125977.jpg
1625748709397- 结果：0.003581(D).jpg-480 新结果：4.6395233948715030000000E-4.jpg
1625748709456- 结果：4.990000000E-4(T).jpg-480 新结果：2.7952436357736590000000E-4.jpg
1625748709510- 结果：2.570000000E-4(T).jpg-480 新结果：2.7952436357736590000000E-4.jpg
1625748709563- 结果：3.020000000E-4(T).jpg-480 新结果：3.3286554389633240000000E-4.jpg
1625748709615- 结果：3.020000000E-4(T).jpg-480 新结果：1.07684354588855060000000E-4.jpg
1625748718437- 结果：0.669599(D).jpg-480 新结果：0.7421719431877136.jpg
1625748718492- 结果：0.766894(T).jpg-480 新结果：0.7188445329666138.jpg
1625748718543- 结果：0.766894(T).jpg-480 新结果：0.7889326810836792.jpg
1625748718594- 结果：0.837819(T).jpg-480 新结果：0.8422006368637085.jpg
1625748718644- 结果：0.796038(T).jpg-480 新结果：0.8422006368637085.jpg
1625748727624- 结果：0.915668(D).jpg-480 新结果：0.9668926000595093.jpg
1625748727688- 结果：0.953222(T).jpg-480 新结果：0.945357084274292.jpg
1625748727740- 结果：0.953222(T).jpg-480 新结果：0.8912560939788818.jpg
1625748727794- 结果：0.923677(T).jpg-480 新结果：0.606608510017395.jpg
1625748727848- 结果：0.621182(T).jpg-480 新结果：0.5640079975128174.jpg
1625748737976- 结果：0.980001(D).jpg-480 新结果：0.9449304342269897.jpg
1625748738035- 结果：0.975816(T).jpg-480 新结果：0.9690566062927246.jpg
1625748738087- 结果：0.960192(T).jpg-480 新结果：0.9426354765892029.jpg
1625748738137- 结果：0.960192(T).jpg-480 新结果：0.9470767974853516.jpg
1625748738188- 结果：0.960342(T).jpg-480 新结果：0.9124704003334045.jpg
1625748746634- 结果：0.933201(D).jpg-480 新结果：0.6099826097488403.jpg
1625748746686- 结果：0.687771(T).jpg-480 新结果：0.6309139728546143.jpg
1625748746738- 结果：0.583534(T).jpg-480 新结果：0.6153849363327026.jpg
1625748746791- 结果：0.583534(T).jpg-480 新结果：0.8148595094680786.jpg
1625748746841- 结果：0.84502(T).jpg-480 新结果：0.8101524114608765.jpg
1625748756005- 结果：0.289876(D).jpg-480 新结果：0.10665997117757797.jpg
1625748756063- 结果：0.071662(T).jpg-480 新结果：0.24329552054405212.jpg
1625748756116- 结果：0.277477(T).jpg-480 新结果：0.18061108887195587.jpg
1625748756171- 结果：0.193714(T).jpg-480 新结果：0.3146101236343384.jpg
1625748756223- 结果：0.23284(T).jpg-480 新结果：0.3146101236343384.jpg
1625748767417- 结果：0.085846(D).jpg-480 新结果：0.10422798991203308.jpg
1625748775230- 结果：0.461646(D).jpg-480 新结果：0.6150115728378296.jpg
1625748775286- 结果：0.647936(T).jpg-480 新结果：0.6150115728378296.jpg
1625748775338- 结果：0.809731(T).jpg-480 新结果：0.8264838457107544.jpg
1625748775391- 结果：0.809731(T).jpg-480 新结果：0.8244900703430176.jpg
1625748775665- 结果：0.856979(D).jpg-480 新结果：0.7581212520599365.jpg
1625748775923- 结果：0.828174(D).jpg-480 新结果：0.5787068605422974.jpg
1625748775978- 结果：0.564958(T).jpg-480 新结果：0.6504284739494324.jpg
1625748776031- 结果：0.67287(T).jpg-480 新结果：0.5277737975120544.jpg
1625748776321- 结果：0.492628(D).jpg-480 新结果：0.5298600196838379.jpg
1625748776608- 结果：0.636889(D).jpg-480 新结果：0.7497056126594543.jpg
1625748776871- 结果：0.745098(D).jpg-480 新结果：0.8881884813308716.jpg
1625748776931- 结果：0.878992(T).jpg-480 新结果：0.7409197092056274.jpg
1625748776983- 结果：0.854417(T).jpg-480 新结果：0.858887255191803.jpg
1625748777035- 结果：0.892285(T).jpg-480 新结果：0.905243992805481.jpg
1625748777088- 结果：0.881112(T).jpg-480 新结果：0.905243992805481.jpg
1625748777976- 结果：0.877441(D).jpg-480 新结果：0.8186295628547668.jpg
1625748778035- 结果：0.850832(T).jpg-480 新结果：0.8186295628547668.jpg
1625748778088- 结果：0.869618(T).jpg-480 新结果：0.8675078749656677.jpg
1625748778321- 结果：0.869618(D).jpg-480 新结果：0.8540282249450684.jpg
1625748778384- 结果：0.810561(T).jpg-480 新结果：0.7802712321281433.jpg
1625748778437- 结果：0.869223(T).jpg-480 新结果：0.7286636829376221.jpg
1625748778489- 结果：0.848731(T).jpg-480 新结果：0.7286636829376221.jpg
1625748778540- 结果：0.647583(T).jpg-480 新结果：0.6945985555648804.jpg
1625748784464- 结果：0.435535(D).jpg-480 新结果：0.5103265643119812.jpg
1625748784526- 结果：0.507046(T).jpg-480 新结果：0.522328794002533.jpg
1625748784578- 结果：0.507515(T).jpg-480 新结果：0.511925995349884.jpg
1625748784629- 结果：0.536454(T).jpg-480 新结果：0.5463503003120422.jpg
1625748784679- 结果：0.488858(T).jpg-480 新结果：0.5463503003120422.jpg
1625748794727- 结果：0.001965(D).jpg-480 新结果：6.128236418589950000000E-4.jpg
1625748794783- 结果：5.470000000E-4(T).jpg-480 新结果：6.8572146119549870000000E-4.jpg
1625748794835- 结果：8.820000000E-4(T).jpg-480 新结果：4.8564586904831230000000E-4.jpg
1625748794888- 结果：4.30000000E-4(T).jpg-480 新结果：4.8564586904831230000000E-4.jpg
1625748794939- 结果：5.20000000E-4(T).jpg-480 新结果：6.5909529803320770000000E-4.jpg
1625748803747- 结果：0.862864(D).jpg-480 新结果：0.8424239158630371.jpg
1625748803803- 结果：0.928893(T).jpg-480 新结果：0.8773266077041626.jpg
1625748803856- 结果：0.928893(T).jpg-480 新结果：0.900342583656311.jpg
1625748803909- 结果：0.923583(T).jpg-480 新结果：0.8424457311630249.jpg
1625748803962- 结果：0.899246(T).jpg-480 新结果：0.6717855930328369.jpg
1625748813796- 结果：0.674352(D).jpg-480 新结果：0.5442535877227783.jpg
1625748813850- 结果：0.667861(T).jpg-480 新结果：0.3068787455558777.jpg
1625748813903- 结果：0.370493(T).jpg-480 新结果：0.19497373700141907.jpg
1625748813957- 结果：0.266021(T).jpg-480 新结果：0.17566397786140442.jpg
1625748814011- 结果：0.300092(T).jpg-480 新结果：0.17566397786140442.jpg
1625748822400- 结果：0.969245(D).jpg-480 新结果：0.9490982294082642.jpg
1625748822453- 结果：0.960638(T).jpg-480 新结果：0.9651265144348145.jpg
1625748822504- 结果：0.960638(T).jpg-480 新结果：0.9742770195007324.jpg
1625748822555- 结果：0.974154(T).jpg-480 新结果：0.9786992073059082.jpg
1625748822607- 结果：0.981444(T).jpg-480 新结果：0.9786992073059082.jpg
1625748831985- 结果：0.922435(D).jpg-480 新结果：0.6143360137939453.jpg
1625748832038- 结果：0.611551(T).jpg-480 新结果：0.49410927295684814.jpg
1625748832087- 结果：0.500015(T).jpg-480 新结果：0.49410927295684814.jpg
1625748832136- 结果：0.395799(T).jpg-480 新结果：0.4396306276321411.jpg
1625748832188- 结果：0.412394(T).jpg-480 新结果：0.37526220083236694.jpg
1625748843318- 结果：0.457216(D).jpg-480 新结果：0.9743249416351318.jpg
1625748843378- 结果：0.952203(T).jpg-480 新结果：0.9923721551895142.jpg
1625748843431- 结果：0.989814(T).jpg-480 新结果：0.9911602735519409.jpg
1625748843480- 结果：0.987348(T).jpg-480 新结果：0.9911602735519409.jpg
1625748843530- 结果：0.997524(T).jpg-480 新结果：0.9980847835540771.jpg
1625748851126- 结果：0.939257(D).jpg-480 新结果：0.8957961797714233.jpg
1625748851179- 结果：0.922303(T).jpg-480 新结果：0.9352694153785706.jpg
1625748851231- 结果：0.922303(T).jpg-480 新结果：0.7902808785438538.jpg
1625748851283- 结果：0.761716(T).jpg-480 新结果：0.9230301380157471.jpg
1625748851334- 结果：0.918189(T).jpg-480 新结果：0.9230301380157471.jpg
1625748860861- 结果：0.249956(D).jpg-480 新结果：0.24664141237735748.jpg
1625748860917- 结果：0.178408(T).jpg-480 新结果：0.19070465862751007.jpg
1625748860969- 结果：0.259985(T).jpg-480 新结果：0.24382314085960388.jpg
1625748861025- 结果：0.259985(T).jpg-480 新结果：0.20780962705612183.jpg
1625748861075- 结果：0.151178(T).jpg-480 新结果：0.2922346591949463.jpg
1625748880170- 结果：0.082396(D).jpg-480 新结果：0.03331760689616203.jpg
1625748880219- 结果：0.037255(T).jpg-480 新结果：0.12409903109073639.jpg
1625748880265- 结果：0.06124(T).jpg-480 新结果：0.052009593695402145.jpg
1625748880311- 结果：0.082355(T).jpg-480 新结果：0.052009593695402145.jpg
1625748880358- 结果：0.082355(T).jpg-480 新结果：0.05168559402227402.jpg
1625748881246- 结果：0.047779(D).jpg-480 新结果：0.1125430092215538.jpg
1625748881300- 结果：0.150478(T).jpg-480 新结果：0.16260574758052826.jpg
1625748881350- 结果：0.184912(T).jpg-480 新结果：0.26608118414878845.jpg
1625748881404- 结果：0.328738(T).jpg-480 新结果：0.2171410322189331.jpg
1625748881454- 结果：0.244494(T).jpg-480 新结果：0.2171410322189331.jpg
1625748881890- 结果：0.13926(D).jpg-480 新结果：0.0491165816783905.jpg
1625748881948- 结果：0.06878(T).jpg-480 新结果：0.05112900584936142.jpg
1625748882219- 结果：0.087006(D).jpg-480 新结果：0.06134793162345886.jpg
1625748882774- 结果：0.061128(D).jpg-480 新结果：0.0854249820113182.jpg
1625748890006- 结果：0.047532(D).jpg-480 新结果：0.19443652033805847.jpg
1625748890062- 结果：0.188515(T).jpg-480 新结果：0.14658218622207642.jpg
1625748890117- 结果：0.126633(T).jpg-480 新结果：0.14658218622207642.jpg
1625748890170- 结果：0.114285(T).jpg-480 新结果：0.09387533366680145.jpg
1625748890221- 结果：0.114285(T).jpg-480 新结果：0.10910419374704361.jpg
1625748899758- 结果：0.941383(D).jpg-480 新结果：0.9738093614578247.jpg
1625748899814- 结果：0.973951(T).jpg-480 新结果：0.9868589639663696.jpg
1625748899866- 结果：0.986266(T).jpg-480 新结果：0.9527628421783447.jpg
1625748899918- 结果：0.954386(T).jpg-480 新结果：0.9527628421783447.jpg
1625748899977- 结果：0.961076(T).jpg-480 新结果：0.9575358629226685.jpg
1625748908920- 结果：0.79879(D).jpg-480 新结果：0.5264867544174194.jpg
1625748908976- 结果：0.469769(T).jpg-480 新结果：0.4588630199432373.jpg
1625748909025- 结果：0.560926(T).jpg-480 新结果：0.5678401589393616.jpg
1625748909074- 结果：0.560926(T).jpg-480 新结果：0.5992705821990967.jpg
1625748909126- 结果：0.535564(T).jpg-480 新结果：0.6515072584152222.jpg
1625748918753- 结果：0.7642(D).jpg-480 新结果：0.9360460042953491.jpg
1625748918805- 结果：0.947589(T).jpg-480 新结果：0.9376541376113892.jpg
1625748918858- 结果：0.942634(T).jpg-480 新结果：0.9549945592880249.jpg
1625748918911- 结果：0.960245(T).jpg-480 新结果：0.9549945592880249.jpg
1625748918963- 结果：0.958667(T).jpg-480 新结果：0.9322987794876099.jpg
1625748928296- 结果：0.037098(D).jpg-480 新结果：0.31087881326675415.jpg
1625748928352- 结果：0.256475(T).jpg-480 新结果：0.3173009753227234.jpg
1625748928749- 结果：0.111225(D).jpg-480 新结果：0.08838321268558502.jpg
1625748928804- 结果：0.128602(T).jpg-480 新结果：0.1343209445476532.jpg
1625748928859- 结果：0.149841(T).jpg-480 新结果：0.31548112630844116.jpg
1625748928914- 结果：0.347618(T).jpg-480 新结果：0.37015360593795776.jpg
1625748928966- 结果：0.380967(T).jpg-480 新结果：0.37015360593795776.jpg
1625748938533- 结果：0.99248(D).jpg-480 新结果：0.8459564447402954.jpg
1625748938590- 结果：0.959382(T).jpg-480 新结果：0.9508334994316101.jpg
1625748938642- 结果：0.967791(T).jpg-480 新结果：0.7614356875419617.jpg
1625748938694- 结果：0.817036(T).jpg-480 新结果：0.7614356875419617.jpg
1625748938748- 结果：0.793544(T).jpg-480 新结果：0.7489044666290283.jpg
1625748948043- 结果：0.048681(D).jpg-480 新结果：0.14477936923503876.jpg
1625748948101- 结果：0.208689(T).jpg-480 新结果：0.14477936923503876.jpg
1625748948152- 结果：0.043769(T).jpg-480 新结果：0.029676858335733414.jpg
1625748948204- 结果：0.043769(T).jpg-480 新结果：0.024790547788143158.jpg
1625748948257- 结果：0.026213(T).jpg-480 新结果：0.011395958252251148.jpg
1625748968283- 结果：0.829198(D).jpg-480 新结果：0.8118400573730469.jpg
1625748968344- 结果：0.844068(T).jpg-480 新结果：0.8392301201820374.jpg
1625748968396- 结果：0.844068(T).jpg-480 新结果：0.8430127501487732.jpg
1625748968449- 结果：0.849625(T).jpg-480 新结果：0.7625353932380676.jpg
1625748968501- 结果：0.733755(T).jpg-480 新结果：0.828855574131012.jpg
1625748987012- 结果：0.799554(D).jpg-480 新结果：0.8448898792266846.jpg
1625748987065- 结果：0.449921(T).jpg-480 新结果：0.5545538663864136.jpg
1625748987119- 结果：0.449921(T).jpg-480 新结果：0.24597498774528503.jpg
1625748987171- 结果：0.230219(T).jpg-480 新结果：0.3243213891983032.jpg
1625748987222- 结果：0.296422(T).jpg-480 新结果：0.2659688889980316.jpg
1625748996681- 结果：0.996071(D).jpg-480 新结果：0.9979827404022217.jpg
1625748996735- 结果：0.999241(T).jpg-480 新结果：0.9991113543510437.jpg
1625748996786- 结果：0.999073(T).jpg-480 新结果：0.9992825984954834.jpg
1625748996839- 结果：0.999073(T).jpg-480 新结果：0.9995965957641602.jpg
1625748996892- 结果：0.999344(T).jpg-480 新结果：0.9993185997009277.jpg
1625749006525- 结果：0.860174(D).jpg-480 新结果：0.9906890392303467.jpg
1625749006584- 结果：0.989211(T).jpg-480 新结果：0.9976062774658203.jpg
1625749006640- 结果：0.997327(T).jpg-480 新结果：0.9980295300483704.jpg
1625749006691- 结果：0.998414(T).jpg-480 新结果：0.993803858757019.jpg
1625749006740- 结果：0.995948(T).jpg-480 新结果：0.993803858757019.jpg
1625749016355- 结果：0.542802(D).jpg-480 新结果：0.6032005548477173.jpg
1625749016402- 结果：0.556269(T).jpg-480 新结果：0.6032005548477173.jpg
1625749016448- 结果：0.659099(T).jpg-480 新结果：0.682289719581604.jpg
1625749016494- 结果：0.659099(T).jpg-480 新结果：0.745733380317688.jpg
1625749016540- 结果：0.625523(T).jpg-480 新结果：0.745733380317688.jpg
1625749026403- 结果：0.907547(D).jpg-480 新结果：0.9041011333465576.jpg
1625749026461- 结果：0.910328(T).jpg-480 新结果：0.9161555767059326.jpg
1625749026512- 结果：0.879076(T).jpg-480 新结果：0.8760175704956055.jpg
1625749026564- 结果：0.879076(T).jpg-480 新结果：0.9105237126350403.jpg
1625749026618- 结果：0.912706(T).jpg-480 新结果：0.9519381523132324.jpg
1625749035642- 结果：0.014123(D).jpg-480 新结果：0.005331219173967838.jpg
1625749035697- 结果：0.006883(T).jpg-480 新结果：0.004596127662807703.jpg
1625749035747- 结果：0.003322(T).jpg-480 新结果：0.004596127662807703.jpg
1625749035795- 结果：0.00732(T).jpg-480 新结果：0.0069703892804682255.jpg
1625749035845- 结果：0.008765(T).jpg-480 新结果：0.009480168111622334.jpg
1625749045383- 结果：0.978816(D).jpg-480 新结果：0.6722350120544434.jpg
1625749045438- 结果：0.694625(T).jpg-480 新结果：0.3885297179222107.jpg
1625749045487- 结果：0.465833(T).jpg-480 新结果：0.41012001037597656.jpg
1625749045535- 结果：0.430536(T).jpg-480 新结果：0.7267818450927734.jpg
1625749045590- 结果：0.832581(T).jpg-480 新结果：0.7267818450927734.jpg
1625749056308- 结果：0.421169(D).jpg-480 新结果：0.514618992805481.jpg
1625749056362- 结果：0.529519(T).jpg-480 新结果：0.3972477912902832.jpg
1625749056415- 结果：0.404245(T).jpg-480 新结果：0.2832380533218384.jpg
1625749056468- 结果：0.18869(T).jpg-480 新结果：0.1724737137556076.jpg
1625749056519- 结果：0.148252(T).jpg-480 新结果：0.1724737137556076.jpg
1625749075834- 结果：0.169291(D).jpg-480 新结果：0.12446115165948868.jpg
1625749075888- 结果：0.063961(T).jpg-480 新结果：0.08500451594591141.jpg
1625749075940- 结果：0.077989(T).jpg-480 新结果：0.027192307636141777.jpg
1625749075992- 结果：0.023331(T).jpg-480 新结果：0.027192307636141777.jpg
1625749076044- 结果：0.020089(T).jpg-480 新结果：0.0241184514015913.jpg
1625749095717- 结果：0.009615(D).jpg-480 新结果：0.026371238753199577.jpg
1625749095769- 结果：0.03736(T).jpg-480 新结果：0.04017644748091698.jpg
